"拼音排序","編號","詞彙","拼音","等級","詞類","英文解釋"
2755,"2508","想到","xiăngdào ","I","(VA)","think of, call to mind"
2760,"3403","響應","xiăngyìng ","I","(VA)","respond, answer"
2768,"1456","相親","xiàngqīn ","I","(VA)","get look at prospective spouse"
2772,"1678","消除","xiāochú ","I","(VA)","to eliminate, to clear, to remove, to clear up"
2774,"1680","消費","xiāofèi ","I","(VA)","consume"
2776,"1676","消化","xiāohuà ","I","(VA)","digest"
2779,"1683","消滅","xiāomiè ","I","(VA)","perish, die out, pass away, eliminate, abolish, exterminate"
2780,"1677","消失","xiāoshī ","I","(VA)","disappear, vanish, dissolve"
2781,"3060","銷售","xiāoshòu ","I","(VA)","sell, market"
2783,"0118","小便","xiăobiàn ","I","(VA)","to urinate"
2798,"2556","歇","xiē ","I","(VA)","have a rest, stop (work/etc.), knock off, go to bed"
2800,"1057","協助","xiézhù ","I","(VA)","assist, help"
2815,"0270","心跳","xīntiào ","I","(VA)","flutter"
2826,"0905","形成","xíngchéng ","I","(VA)","take shape, form"
2828,"0816","行動","xíngdòng ","I","(VA)","action,operation"
2832,"0907","形容","xíngróng ","I","(VA)","describe"
2837,"3162","醒","xĭng ","I","(VA)","sober up, wake up, be awake, be clear in mind,be striking to the eye"
2849,"1569","修","xiū ","I","(VA)","embellish, decorate, repair, mend, overhaul, trim, prune"
2850,"1571","修改","xiūgăi ","I","(VA)","revise, amend, alter"
2851,"0574","休假","xiūjià ","I","(VA)","have holiday/vacation/leave"
2852,"1572","修理","xiūlĭ  ","I","(VA)","repair, mend, fix"
2853,"0575","休閒","xiūxián  ","I","(VA)","lie fallow"
2854,"1570","修正","xiūzhèng  ","I","(VA)","revise, amend, correct"
2858,"2112","許","xŭ ","I","(VA)","promise, allow, permit, to pledge sth."
2859,"2113","許願","xŭyuàn  ","I","(VA)","wish"
2860,"1339","宣布/佈","xuānbù","I","(VA)","declare, proclaim, announce"
2861,"1340","宣傳","xuānchuán ","I","(VA)","propagandist, publicist"
2863,"3379","懸","xuán ","I","(VA)","hang, suspend"
2866,"3089","學會","xuéhuì ","I","(VA)","learned society, (scholarly) association"
2876,"1313","削減","xuèjiăn ","I","(VA)","cut down, reduce"
2877,"2221","尋","xún ","I","(VA)","search, seek"
2878,"2231","循環","xúnhuán ","I","(VA)","circulate, cycle"
2879,"2222","尋找","xúnzhăo ","I","(VA)","seek, look for"
2881,"1776","訓練","xùnliàn ","I","(VA)","train, drill"
2883,"3194","壓","yā ","I","(VA)","press, push/hold down, control, quell"
2886,"3196","壓迫","yāpò ","I","(VA)","oppress, repress, constrict"
2894,"1114","延長","yáncháng ","I","(VA)","lengthen, prolong, extend"
2897,"2797","演","yăn ","I","(VA)","act, play, perform, develop, evolve"
2898,"2801","演唱","yănchàng ","I","(VA)","sing in performance"
2899,"2798","演出","yănchū ","I","(VA)","show, perform"
2900,"1972","掩蓋","yăngài ","I","(VA)","cover"
2902,"2802","演講","yănjiăng ","I","(VA)","lecture, make speech"
2906,"2799","演奏","yănzòu ","I","(VA)","give instrumental performance"
2910,"3067","養","yăng ","I","(VA)","support,provide for,raise,maintain,give birth to,form,cultivate,rest,recuperate"
2916,"3258","邀請","yāoqĭng ","I","(VA)","invite"
2917,"2531","搖","yáo ","I","(VA)","shake, wave, scull, row, agitate"
2918,"2533","搖擺","yáobăi ","I","(VA)","sway, swing, oscillate"
2919,"2532","搖頭","yáotóu ","I","(VA)","shake one's head"
2920,"1328","咬","yăo ","I","(VA)","bite, snap at"
2930,"2157","野餐","yěcān ","I","(VA)","picnic"
2939,"3305","醫","yī ","I","(VA)","cure, treat"
2942,"1013","依靠","yīkào ","I","(VA)","rely/depend on"
2948,"2073","移","yí ","I","(VA)","move, remove, shift, transform, change, alter"
2951,"2075","移動","yídòng ","I","(VA)","move, shift"
2953,"2074","移民","yímín ","I","(VA)","emigrate"
3002,"2447","飲","yĭn ","I","(VA)","drink, swallow (insults/etc.), be hit (by bullet/etc.)"
3003,"0265","引發","yĭnfā ","I","(VA)","evoke"
3004,"0264","引起","yĭnqĭ","I","(VA)","give rise to, lead to"
3006,"0610","印","yìn ","I","(VA)","print, engrave"
3007,"0611","印刷","yìnshuā ","I","(VA)","print"
3015,"3387","贏","yíng ","I","(VA)","gain, win"
3017,"1257","迎接","yíngjiē ","I","(VA)","meet, welcome"
3020,"3211","營業","yíngyè ","I","(VA)","do business"
3023,"2945","影印","yĭngyìn ","I","(VA)","print by photo-offset, photocopy"
3026,"3198","應付","yìngfù ","I","(VA)","deal/cope with,handle, do sth. perfunctorily, make do"
3027,"3202","應邀","yìngyāo ","I","(VA)","receive an invitation"
3028,"3199","應用","yìngyòng ","I","(VA)","apply, use"
3037,"2281","游","yóu ","I","(VA)","swim, float, travel, rove"
3041,"2683","遊戲","yóuxì ","I","(VA)","recreation, game"
3043,"2681","遊行","yóuxíng ","I","(VA)","parade, march, demonstrate"
3055,"3099","擁抱","yōngbào ","I","(VA)","embrace"
3057,"3101","擁護","yŏnghù ","I","(VA)","support, endorse"
3080,"2722","預定","yùdìng ","I","(VA)","predetermine, schedule"
3081,"2723","預計","yùjì ","I","(VA)","predict, expect"
3082,"2695","遇見","yùjiàn ","I","(VA)","meet, come across"
3087,"0190","允許","yŭnxŭ ","I","(VA)","permit, allow"
3089,"2678","運送","yùnsòng ","I","(VA)","transport, convey"
3090,"2679","運輸","yùnshū ","I","(VA)","transport"
3091,"2676","運用","yùnyòng ","I","(VA)","utilize, wield, apply"
3092,"2680","運轉","yùnzhuăn ","I","(VA)","revolve, turn round, work, operate"
3111,"1483","約好","yuēhăo ","I","(VA)","come to an agreement"
3112,"1484","約會","yuēhuì ","I","(VA)","make an appointment"
3116,"3063","閱讀","yuèdú ","I","(VA)","read"
3122,"1717","砸","zá ","I","(VA)","pound, ram, break, smash, fail, bungle"
3127,"2670","載","zài ","I","(VA)","(1)transport, fill; (2)put down in writing, record"
3128,"0673","在","zài ","I","(VA)","be at/in/on"
3136,"3450","讚美","zànměi ","I","(VA)","praise, eulogize"
3151,"2143","造","zào ","I","(VA)","make, build, create, establish, concoct, fabricate"
3152,"2145","造成","zàochéng ","I","(VA)","create, bring about"
3153,"2144","造句","zàojù ","I","(VA)","make a sentence"
3161,"3350","贈送","zèngsòng ","I","(VA)","present as gift"
3162,"1433","炸","zhá ","I","(VA)","blow up, explode, burst"
3164,"1608","展出","zhănchū ","I","(VA)","exhibit"
3165,"1610","展開","zhănkāi ","I","(VA)","launch, develop"
3167,"1612","展覽","zhănlăn ","I","(VA)","exhibit, show, display"
3168,"1609","展示","zhănshì ","I","(VA)","reveal, lay bare"
3169,"0411","占/佔","zhàn ","I","(VA)","occupy, take"
3175,"1742","站住","zhànzhù ","I","(VA)","stop"
3176,"1936","張","zhāng ","I","(VA)","stretch, spread, expand, display, set out"
3182,"2236","掌握","zhăngwò ","I","(VA)","grasp, master, have in hand, control"
3186,"1140","招待","zhāodài ","I","(VA)","receive (guests), serve (customers)"
3187,"1139","招呼","zhāohū ","I","(VA)","say hello to"
3189,"1138","招手","zhāoshŏu ","I","(VA)","beckon, wave, wave one's hand"
3192,"0431","召開","zhàokāi ","I","(VA)","convene, convoke"
3193,"0930","折","zhé ","I","(VA)","break, snap, fold, bend, turn back, humiliate"
3194,"0931","折合","zhéhé ","I","(VA)","convert into, amount to"
3196,"0933","折磨","zhémó ","I","(VA)","persecute, torment"
3216,"3064","震動","zhèndòng ","I","(VA)","shake, shock, vibrate"
3218,"1197","爭","zhēng ","I","(VA)","contend, vie, argue, disagree"
3219,"2592","睜","zhēng ","I","(VA)","open (the eyes)"
3220,"2593","睜開","zhēngkāi ","I","(VA)","open (the eyes)"
3221,"1199","爭論","zhēnglùn ","I","(VA)","controvert, dispute"
3222,"2946","徵求","zhēngqiú ","I","(VA)","solicit, seek"
3223,"1198","爭取","zhēngqŭ ","I","(VA)","strive/fight for"
3226,"3111","整","zhěng ","I","(VA)","exact"
3229,"3113","整理","zhěnglĭ ","I","(VA)","put in order, arrange"
3243,"3345","證明","zhèngmíng ","I","(VA)","prove, testify, bear out"
3244,"3347","證實","zhèngshí ","I","(VA)","confirm, verify"
3253,"0281","支持","zhīchí ","I","(VA)","support, stand by, back up"
3254,"0280","支出","zhīchū ","I","(VA)","to spend, to disburse"
3260,"0283","支援","zhīyuán ","I","(VA)","support, assist, help"
3262,"3274","擲","zhí ","I","(VA)","throw, cast, fling, hurl"
3270,"1907","執行","zhíxíng ","I","(VA)","carry out, execute"
3275,"1389","指","zhĭ ","I","(VA)","refer to"
3276,"1390","指出","zhĭchū ","I","(VA)","point out (that)"
3277,"1394","指導","zhĭdăo ","I","(VA)","guide, direct"
3278,"1393","指定","zhĭdìng ","I","(VA)","appoint, assign"
3280,"1392","指示","zhĭshì ","I","(VA)","indicate, point out, instruct"
3285,"0302","治","zhì ","I","(VA)","treat (disease), cure"
3286,"0804","至","zhì ","I","(VA)","arrive, reach"
3287,"1055","制定","zhìdìng ","I","(VA)","formulate, draft"
3295,"2865","製造","zhìzào ","I","(VA)","make, manufacture, engineer, create, fabricate"
3296,"2864","製作","zhìzuò ","I","(VA)","make, manufacture"
3297,"1054","制止","zhìzhĭ","I","(VA)","curb, prevent, stop"
3327,"0339","主辦","zhŭbàn ","I","(VA)","direct, sponsor, host"
3328,"0331","主持","zhŭchí ","I","(VA)","take charge/care of, manage, direct, uphold, stand for"
3337,"0337","主張","zhŭzhāng ","I","(VA)","advocate, stand for, maintain, hold"
3338,"0862","助","zhù ","I","(VA)","help, assist, aid"
3339,"2378","註冊","zhùcè ","I","(VA)","register"
3341,"1736","祝福","zhùfú ","I","(VA)","invoke blessing, wish happiness to"
3342,"1734","祝賀","zhùhè ","I","(VA)","congratulate"
3345,"1183","注射","zhùshè ","I","(VA)","inject"
3346,"0831","住院","zhùyuàn ","I","(VA)","be hospitalized"
3349,"0941","抓","zhuā ","I","(VA)","grab, seize, arrest, catch, press-gang, pay special attention to, be responsible for, take charge of"
3359,"3296","轉","zhuàn ","I","(VA)","turn, shift, change"
3361,"3302","轉播","zhuănbò ","I","(VA)","relay (radio/TV broadcast)"
3362,"3301","轉達","zhuăndá ","I","(VA)","pass on, convey, communicate"
3363,"3299","轉告","zhuăngào ","I","(VA)","transmit (message), communicate, pass on (word)"
3364,"3303","轉機","zhuănjī ","I","(VA)","change planes"
3365,"3300","轉身","zhuănshēn ","I","(VA)","face about, turn round"
3366,"3298","轉向","zhuănxiàng ","I","(VA)","change direction, change (political/etc.) stand"
3367,"3249","賺","zhuàn ","I","(VA)","make profit, gain, earn"
3368,"2641","裝飾","zhuāngshì ","I","(VA)","decorate, adorn, ornament, deck"
3370,"2949","撞","zhuàng ","I","(VA)","run into, strike, collide"
3373,"1807","追","zhuī ","I","(VA)","to chase after, to pursue"
3374,"1808","追求","zhuīqiú ","I","(VA)","seek, pursue, woo, court"
3376,"1578","准","zhŭn ","I","(VA)","allow, grant, permit"
3380,"1632","捉","zhuō ","I","(VA)","clutch, hold, grasp, catch, capture"
3382,"2370","著","zhuó ","I","(VA)","put on (clothes)"
3398,"0800","自殺","zìshā ","I","(VA)","commit suicide"
3413,"2842","綜合","zònghé ","I","(VA)","synthesize"
3415,"0987","走私","zǒusī ","I","(VA)","smuggle"
3416,"0988","走走","zǒuzǒu ","I","(VA)","(1)go for a stroll; (2) come or go in a general sense"
3417,"1737","租","zū ","I","(VA)","rent,rent out"
3421,"2091","組","zŭ ","I","(VA)","form, make up (into), compose"
3422,"1276","阻礙","zŭài ","I","(VA)","hinder, block, impede, bar"
3428,"1275","阻止","zŭzhĭ","I","(VA)","prevent, stop, prohibit"
3429,"3451","鑽","zuān ","I","(VA)","bore, drill"
3442,"0840","作","zuò ","I","(VA)","regard as, take sb. or sth. for, act as, be, become"
3443,"1847","做","zuò ","I","(VA)","be ,become, be used as"
3446,"1850","做客","zuòkè ","I","(VA)","stay, be a guest"
3447,"1851","做夢","zuòmèng ","I","(VA)","dream"
3449,"1849","做人","zuòrén ","I","(VA)","conduct oneself, behave, be an upright person"
3450,"0846","作為","zuòwéi ","I","(VA)","regard as, look on as, take for"
3452,"0841","作文","zuòwén ","I","(VA)","write an essay, a composition, an article, to compose"
9,"0431","安排","ānpái ","B","(VA)","to arrange, to plan, to fix up,to provide"
27,"1199","搬","bān ","B","(VA)","to move"
28,"1200","搬家","bānjiā ","B","(VA)","to move one's house"
30,"1430","辦","bàn ","B","(VA)","to do, to handle, to manage, to set up, to run"
34,"1450","幫","bāng ","B","(VA)","to help, to assist"
35,"1451","幫忙","bāngmáng ","B","(VA)","to help someone do something"
36,"1452","幫助","bāngzhù ","B","(VA)","to help, to assist"
39,"0252","包","bāo","B","(VA)","to wrap, to contain; package of, parcel of"
43,"0650","抱","bào ","B","(VA)","to hug, to embrace, to hold or carry in one's arms"
51,"0800","背","bèi ","B","(VA)","learn by heart, recite from memory"
52,"0801","背","bēi ","B","(VA)","carry on back, bear, shoulder"
62,"0205","比","bǐ ","B","(VA)","to gesture with the hand to indicate (the shape, size of something)"
65,"0208","比賽","bǐsài ","B","(VA)","compete in a game/activity/match"
71,"1541","變","biàn ","B","(VA)","become, change into"
72,"1544","變成","biànchéng ","B","(VA)","to change into"
78,"0693","表現","biăoxiàn ","B","(VA)","show, display, show off"
79,"0694","表演","biăoyăn ","B","(VA)","to perform, act, play, demonstrate"
116,"1459","擦","cā ","B","(VA)","to rub, to wipe, to clean"
117,"1012","猜","cāi  ","B","(VA)","to guess, suspect"
121,"0951","參觀","cānguān ","B","(VA)","to visit a place, exhibition, etc."
122,"0950","參加","cānjiā ","B","(VA)","to attend, to participate"
141,"0764","查","chá ","B","(VA)","to check, investigate, look up"
150,"0956","唱","chàng ","B","(VA)","to sing"
151,"0957","唱歌","chànggē ","B","(VA)","to sing"
153,"0511","吵","chăo ","B","(VA)","to make a noise, to disturb, to quarrel/ to be noisy"
157,"0442","成","chéng ","B","(VA)","to become, turn into"
163,"0382","吃","chī ","B","(VA)","to eat,to have one's meals"
164,"0383","吃飯","chīfàn ","B","(VA)","to eat, to have a meal"
167,"0648","抽","chōu ","B","(VA)","(1)to draw out (from among); (2)to pump"
169,"0244","出","chū ","B","(VA)","(1)produce, turn out, arise, happen; (2)issue, put out, post, put forth, vent, rise well (in cooking), pay out, expend"
170,"0249","出發","chūfā ","B","(VA)","to set out, start off, start/proceed from"
171,"0247","出國","chūguó ","B","(VA)","go abroad (from one's own country)"
172,"0246","出來","chūlái ","B","(VA)","to come out"
173,"0245","出去","chūqù ","B","(VA)","to go out, to leave"
177,"0790","穿","chuān ","B","(VA)","to wear,to put on,to be dressed in"
183,"0510","吹","chuī ","B","(VA)","blow, puff, play(wind instruments)  "
187,"1130","答應","dāyìng ","B","(VA)","answer, reply"
188,"0311","打","dă ","B","(VA)","to hit, to beat, to strike"
189,"0313","打電話","dădiànhuà ","B","(VA)","make a telephone call"
190,"0312","打掃","dăsăo ","B","(VA)","to sweep, to clean"
191,"0314","打算","dăsuàn ","B","(VA)","to plan"
203,"0971","帶","dài","B","(VA)","(1)take, bring, bear; (2)lead"
204,"1456","戴","dài","B","(VA)","to wear (hat,watch, jewelry etc.)"
205,"0239","代表","dàibiăo ","B","(VA)","to represent, to stand for"
214,"1223","當","dāng ","B","(VA)","to work as, to serve as"
219,"0831","倒","dăo ","B","(VA)","to fall over, to topple, to collapse"
223,"0608","到","dào ","B","(VA)","to arrive, reach, go to"
238,"1127","等","děng ","B","(VA)","to wait"
254,"1482","點","diăn ","B","(VA)","(1)to nod; (2)to order food"
255,"1485","點菜","diăncài ","B","(VA)","to order food"
269,"0349","丟1","diū ","B","(VA)","throw, toss, throw away"
277,"0947","動","dòng ","B","(VA)","to move; to be moved"
281,"1537","讀","dú ","B","(VA)","read (aloud), attend school"
282,"1538","讀書","dúshū ","B","(VA)","to study, to read"
290,"1298","對","duì ","B","(VA)","(1)answer, reply, treat; (2)to face, encounter; (3)compare, check, set, adjust"
309,"1115","發","fā ","B","(VA)","to distribute, to issue (a handbill)"
313,"1117","發現","fāxiàn ","B","(VA)","to find, to discover"
326,"1041","訪問","făngwèn ","B","(VA)","to visit, to call on, to interview"
327,"0653","放","fàng ","B","(VA)","to put, to release"
330,"0824","飛","fēi ","B","(VA)","to fly,hover/flutter in the air"
334,"0159","分","fēn","B","(VA)","to distribute, allot"
335,"0160","分","fēn","B","(VA)","to separate, distinguish, differentiate, discriminate"
343,"0660","服務","fúwù ","B","(VA)","be in the service of, to serve"
345,"0236","付","fù ","B","(VA)","to pay"
348,"1387","複習","fùxí ","B","(VA)","to review (a lesson, etc.)"
352,"0538","改","găi ","B","(VA)","to change, to alter, to correct"
353,"0539","改變","găibiàn ","B","(VA)","to change, to alter, to ransform"
368,"0509","告訴","gàosù ","B","(VA)","to tell, to inform"
376,"1135","給","gěi ","B","(VA)","to give, give to"
381,"1256","跟","gēn ","B","(VA)","follow"
400,"0105","工作","gōngzuò ","B","(VA)","to work"
407,"0611","刮","guā ","B","(VA)","to shave"
408,"0988","掛","guà ","B","(VA)","to hang"
411,"1510","關","guān ","B","(VA)","to close; to turn off"
416,"1360","廣播","guăngbò ","B","(VA)","to broadcast"
424,"1268","過","guò ","B","(VA)","to pass"
425,"1272","過來","guòlái ","B","(VA)","come over/up, come here"
426,"1271","過年","guònián ","B","(VA)","to celebrate the Chinese New Year"
428,"1270","過去","guòqù ","B","(VA)","go over, pass by"
436,"0851","害","hài ","B","(VA)","to cause trouble to, to impair"
459,"1074","喝","hē ","B","(VA)","to drink"
483,"0687","花","huā ","B","(VA)","to spend, to cost"
487,"1213","滑雪","huáxuě ","B","(VA)","to ski"
488,"1109","畫","huà ","B","(VA)","to draw, to paint"
490,"1112","畫畫(兒)","huàhuà(ér) ","B","(VA)","to paint a painting"
494,"1476","還","huán ","B","(VA)","give back, return, repay, give/do sth. in return"
496,"1087","換","huàn ","B","(VA)","to change"
499,"0385","回","huí ","B","(VA)","to return"
501,"0391","回答","huídá ","B","(VA)","answer"
503,"0390","回國","huíguó ","B","(VA)","return to one's country"
504,"0389","回家","huíjiā ","B","(VA)","return home"
505,"0388","回來","huílái ","B","(VA)","to return, to come back"
506,"0387","回去","huíqù ","B","(VA)","to leave, to go back"
513,"0773","活動","huódòng ","B","(VA)","to exercise, move about"
529,"1458","擠","jǐ ","B","(VA)","to squeeze, to press; to jostle, to push against"
530,"0966","寄","jì ","B","(VA)","to mail"
532,"0917","記","jì ","B","(VA)","to record, to write, to jot down"
535,"0811","計畫/劃","jìhuà ","B","(VA)","to plan, to map out"
538,"1520","繼續","jìxù ","B","(VA)","to continue, to go on"
539,"0250","加","jiā ","B","(VA)","to add to"
548,"1460","檢查","jiănchá ","B","(VA)","to check, to inspect, to examine"
551,"0568","見","jiàn ","B","(VA)","to see, to meet"
554,"0569","見面","jiànmiàn ","B","(VA)","to meet someone, to see someone"
556,"0739","建設","jiànshè ","B","(VA)","to build, to construct"
558,"1472","講","jiăng ","B","(VA)","to speak, explain"
559,"1473","講話","jiănghuà ","B","(VA)","speak, talk, address"
561,"0351","交1","jiāo ","B","(VA)","hand over, deliver"
562,"0352","交2","jiāo ","B","(VA)","to make (friends)"
563,"0991","教","jiāo ","B","(VA)","to teach"
568,"0276","叫1","jiào ","B","(VA)","to ask"
569,"0277","叫2","jiào ","B","(VA)","to be called"
570,"0278","叫3","jiào ","B","(VA)","to cry, shout, yell"
571,"0279","叫4","jiào ","B","(VA)","to call, to order"
574,"0995","教書","jiāoshū ","B","(VA)","to teach in school; to teach (usu. for a living)"
576,"0993","教育","jiàoyù ","B","(VA)","educate, teach, inculcate"
577,"0280","叫做","jiàozuò ","B","(VA)","be called, be known as"
578,"0984","接","jiē ","B","(VA)","to receive, to meet, to come into contact with"
579,"0985","接受","jiēshòu ","B","(VA)","to accept, receive (honors/etc.)"
583,"1133","結婚","jiéhūn ","B","(VA)","to marry, to get married"
589,"1246","解決","jiějué ","B","(VA)","to solve, to settle"
591,"1247","解釋","jiěshì ","B","(VA)","to explain, to interpret, to analyze"
593,"0830","借","jiè ","B","(VA)","to borrow, to lend "
594,"0141","介紹","jièshào ","B","(VA)","to introduce"
602,"1152","進","jìn ","B","(VA)","to enter, to come/go into"
604,"1156","進來","jìnlái ","B","(VA)","come inr"
605,"1153","進去","jìnqù ","B","(VA)","to go in, to enter"
606,"1154","進行","jìnxíng ","B","(VA)","to proceed; to carry sth. out"
607,"1232","經","jīng ","B","(VA)","to go or pass through"
610,"1235","經過","jīngguò ","B","(VA)","to pass by, to pass through"
616,"0990","救","jiù ","B","(VA)","to rescue; to relieve"
621,"1470","舉","jŭ ","B","(VA)","to lift up, to raise, to  hold up"
622,"1471","舉行","jŭxíng ","B","(VA)","to hold (meeting/etc.)"
626,"0545","決定","juédìng ","B","(VA)","to decide"
631,"1160","開","kāi ","B","(VA)","to drive, to open, to turn on"
632,"1163","開車","kāichē ","B","(VA)","to drive a car"
634,"1168","開會","kāihuì ","B","(VA)","to hold a meeting, to hold a council"
638,"1166","開玩笑","kāiwánxiào ","B","(VA)","to joke; to make fun of"
641,"0777","看","kàn ","B","(VA)","to watch, to read, to look at"
642,"0778","看","kàn ","B","(VA)","to think, to consider"
643,"0782","看病","kànbìng ","B","(VA)","to see a doctor; to see a patient"
644,"0780","看到","kàndào ","B","(VA)","to see"
646,"0779","看見","kànjiàn ","B","(VA)","to see"
647,"0886","烤","kăo ","B","(VA)","to roast, to toast, to bake"
648,"0475","考","kăo ","B","(VA)","give/take test"
650,"0477","考試","kăoshì ","B","(VA)","to take a test"
656,"0729","咳嗽","késòu ","B","(VA)","to cough"
683,"0841","哭","kū ","B","(VA)","to cry, to weep"
696,"0647","拉","lā ","B","(VA)","to pull, to tug"
697,"0597","來","lái ","B","(VA)","to come"
711,"1500","離","lí  ","B","(VA)","be away from, apart from, separated from"
712,"1501","離開","líkāi","B","(VA)","to leave"
724,"0506","利用","lìyòng ","B","(VA)","to use, to take advantage of, to pexploit"
727,"1384","練習","liànxí ","B","(VA)","to practice, to drill"
734,"1032","聊","liáo ","B","(VA)","to chat / chatting"
735,"1033","聊天","liáotiān ","B","(VA)","to chat / chatting"
740,"1347","領","lǐng ","B","(VA)","to get, to receive"
741,"0766","流","liú ","B","(VA)","to flow"
742,"0889","留","liú ","B","(VA)","to keep, to reserve, to leave behind"
743,"0890","留","liú ","B","(VA)","to stay"
750,"0866","旅行","lǚxíng ","B","(VA)","to travel, to take a trip"
751,"0867","旅遊","lǚyóu ","B","(VA)","travel"
753,"1442","錄","lù ","B","(VA)","to record, to copy"
756,"1443","錄音","lùyīn ","B","(VA)","to make an audio recording"
766,"1386","罵","mà ","B","(VA)","to scold"
767,"1146","買","măi","B","(VA)","tp buy"
768,"1399","賣","mài ","B","(VA)","to sell"
773,"1305","慢用","mànyòng ","B","(VA)","eat slowly (enjoy your meal)"
819,"0863","拿","ná ","B","(VA)","to bring, to carry ( in one's, or with one's hand )"
866,"0634","念","niàn ","B","(VA)","to read aloud"
867,"0635","念書","niànshū ","B","(VA)","to read, to study"
873,"0523","弄","nòng ","B","(VA)","a generalized verb of doing-make, get, fix, etc."
882,"0673","爬","pá ","B","(VA)","to climb, to crawl"
883,"0674","爬山","páshān ","B","(VA)","to climb a mountain, to hike on hills"
885,"0649","拍","pāi ","B","(VA)","to clap, beat, pat; to take a photo, shoot a film"
891,"1150","跑","păo ","B","(VA)","to run"
892,"1059","陪","péi ","B","(VA)","to accompany, to keep sb. company"
911,"1506","騎","qí ","B","(VA)","to ride; to drive ( a bicycle, motor cycle, horse, etc. )"
916,"0922","起","qǐ ","B","(VA)","to stand up, get up, to lift, to rise"
917,"0923","起床","qǐchuáng ","B","(VA)","to get up"
918,"0924","起來","qǐlái ","B","(VA)","to stand up, to rise"
933,"1201","搶","qiăng ","B","(VA)","(1)to rob, take by violence, pillage, loot, vie for (work/etc.)"
936,"1427","親","qīn ","B","(VA)","to kiss"
946,"1389","請","qǐng ","B","(VA)","to please, to invite"
947,"1391","請假","qǐngjià ","B","(VA)","to ask for leave"
948,"1390","請客","qǐngkè ","B","(VA)","to host, to invite, to treat someone ( to dinner, etc. )"
949,"1392","請問","qǐngwèn ","B","(VA)","Excuse me, may I ask...?"
950,"1364","慶祝","qìngzhù ","B","(VA)","to celebrate"
953,"0543","求","qiú ","B","(VA)","to beseech, to request"
955,"0261","去","qù ","B","(VA)","to go"
974,"1331","認","rèn ","B","(VA)","to recognize; to know, to acknowledge"
978,"1332","認為","rènwéi ","B","(VA)","to believe that, consider that"
980,"0315","扔","rēng ","B","(VA)","to throw, to toss, to throw away"
991,"1089","散步","sànbù ","B","(VA)","to take a walk"
995,"0925","送","sòng ","B","(VA)","to escort, to deliver, to send off, to present"
998,"1319","算","suàn ","B","(VA)","to calculate"
1006,"1004","殺","shā ","B","(VA)","to kill"
1012,"0056","上","shàng ","B","(VA)","go up, mount, board, get on, go to, leave for, present, forge/go ahead, enter"
1013,"0062","上班","shàngbān ","B","(VA)","to begin work, to start work, to go to work"
1014,"0059","上車","shàngchē ","B","(VA)","get on/into (car/train/etc.)"
1015,"0063","上街","shàngjiē ","B","(VA)","to go into the street, to go shopping"
1016,"0064","上課","shàngkè ","B","(VA)","to go to class, to attend classs"
1017,"0060","上來","shànglái ","B","(VA)","come up; up"
1019,"0058","上去","shàngqù ","B","(VA)","go up"
1021,"0065","上學","shàngxué ","B","(VA)","attend school, be at school"
1022,"1422","燒","shāo ","B","(VA)","(1)to burn; (2)to cook, heat, roast, stew"
1032,"0327","生","shēng ","B","(VA)","to give birth to "
1035,"0331","生活","shēnghuó ","B","(VA)","to live"
1052,"0595","使用","shǐyòng  ","B","(VA)","to use; to put to use; to make use of"
1055,"1251","試","shì ","B","(VA)","to try, to test"
1060,"0445","收","shōu ","B","(VA)","to accept, to receive"
1061,"0446","收","shōu ","B","(VA)","to collect, to gather"
1067,"1429","輸","shū ","B","(VA)","to lose, to be defeated"
1075,"1366","數","shŭ ","B","(VA)","to count"
1079,"0605","刷牙","shuāyá ","B","(VA)","to brush ones teeth"
1084,"1315","睡","shuì ","B","(VA)","to sleep"
1085,"1316","睡覺","shuìjiào ","B","(VA)","to sleep"
1086,"1336","說","shuō ","B","(VA)","to speak, to say"
1087,"1339","說話","shuōhuà ","B","(VA)","to speak, to talk, to say"
1088,"1337","說明","shuōmíng ","B","(VA)","to explain, to illustrate, to show"
1097,"0652","抬","tái ","B","(VA)","to carry (together); to lift, to raise"
1103,"1388","談","tán ","B","(VA)","to talk about"
1107,"1401","躺","tăng ","B","(VA)","to lie, to recline"
1108,"0920","討論","tăolùn ","B","(VA)","to discuss, to take something up with someone, to talk about"
1115,"1400","踢","tī ","B","(VA)","to kick"
1116,"1085","提高","tígāo ","B","(VA)","to lift, to raise, to heighten, to enhance, to increase, to improve, to advance"
1117,"1084","提供","tígōng ","B","(VA)","to provide; to supply; to put sth. up"
1125,"1185","填","tián ","B","(VA)","to fill in, to stuff"
1127,"1259","跳","tiào ","B","(VA)","to jump, to palpitate, to skip (over)"
1128,"1260","跳舞","tiàowŭ ","B","(VA)","to dance"
1129,"1142","貼","tiē ","B","(VA)","to paste"
1130,"1533","聽","tīng ","B","(VA)","to listen"
1131,"1534","聽到","tīngdào ","B","(VA)","to hear"
1132,"1535","聽說","tīngshuō ","B","(VA)","hear, hear it said"
1134,"0938","停車","tíngchē ","B","(VA)","to park the car"
1136,"1053","通過","tōngguò ","B","(VA)","to pass through; to come through; to get across"
1137,"1051","通知","tōngzhī ","B","(VA)","to inform, to notify"
1147,"0946","偷","tōu ","B","(VA)","to steal, to burglarize"
1155,"0989","推","tuī ","B","(VA)","to push forward"
1157,"1034","脫","tuō ","B","(VA)","to peel, to take or to cast off"
