"拼音排序","編號","詞彙","拼音","等級","詞類","英文解釋"
1244,"1230","肩膀","jiānbăng ","I","(N)","shoulder"
1250,"2819","監獄","jiānyù ","I","(N)","prison, jail"
1255,"1860","剪刀","jiăndāo ","I","(N)","scissors, shears"
1260,"3005","箭","jiàn ","I","(N)","arrow"
1265,"3260","鍵盤","jiànpán ","I","(N)","keyboard"
1267,"1356","建議","jiànyì ","I","(N)","proposal, suggestion"
1270,"1355","建築","jiànzhú ","I","(N)","building, structure, edifice, architecture"
1271,"0763","江","jiāng ","I","(N)","river"
1276,"2994","獎金","jiăngjīn ","I","(N)","money award, bonus, premium"
1277,"2995","獎品","jiăngpĭn ","I","(N)","prize, award, trophy"
1278,"2996","獎學金","jiăngxuéjīn ","I","(N)","scholarship"
1288,"0571","交通","jiāotōng ","I","(N)","traffic, communications, transportation"
1289,"1517","郊外","jiāowài ","I","(N)","countryside around a city, outskirts"
1292,"0569","交易","jiāoyì ","I","(N)","deal, trade, transaction"
1294,"0981","角","jiăo ","I","(N)","parts, angle, role, horn"
1296,"2619","腳步","jiăobù ","I","(N)","step, pace"
1297,"0983","角度","jiăodù ","I","(N)","angle"
1298,"0984","角落","jiăoluò ","I","(N)","corner, nook"
1301,"1998","教材","jiàocái ","I","(N)","teaching material"
1303,"1999","教法","jiàofă ","I","(N)","teaching methods, pedagogy"
1305,"2006","教會","jiàohuì ","I","(N)","(Christian) church"
1306,"2007","教練","jiàoliàn ","I","(N)","coach, instructor"
1307,"2000","教師","jiàoshī ","I","(N)","teacher, instructor"
1308,"2004","教授","jiàoshòu ","I","(N)","professor"
1310,"2003","教堂","jiàotáng ","I","(N)","church, cathedral"
1313,"2002","教訓","jiàoxùn ","I","(N)","lesson, moral"
1318,"2372","街道","jiēdào ","I","(N)","street, residential district, neighborhood"
1319,"2428","階段","jiēduàn ","I","(N)","stage, phase, level"
1323,"2373","街頭","jiētóu ","I","(N)","street (corner)"
1325,"2349","結","jié ","I","(N)","junction, node"
1327,"2356","結構","jiégòu ","I","(N)","structure, composition, construction, texture"
1329,"2354","結果","jiéguŏ ","I","(N)","to bear fruit"
1331,"2352","結局","jiéjú ","I","(N)","final result, outcome, ending"
1332,"2358","結論","jiélùn ","I","(N)","conclusion (of a syllogism), conclusion"
1342,"1439","界線","jièxiàn ","I","(N)","boundary/dividing line, limits, bounds"
1343,"0916","戒指","jièzhĭ ","I","(N)","ring (for the finger)"
1344,"1263","金額","jīné ","I","(N)","amount/sum of money"
1345,"0188","今後","jīnhòu  ","I","(N)","henceforth, henceforward, from now on"
1346,"1262","金融","jīnróng ","I","(N)","finance, banking"
1347,"1264","金屬","jīnshŭ ","I","(N)","metals in general"
1365,"2604","經費","jīngfèi ","I","(N)","funds, outlay, expenses"
1366,"2605","經過","jīngguò  ","I","(N)","process, course"
1367,"2603","經理","jīnglǐ ","I","(N)","manager, director"
1368,"2606","經歷","jīnglì  ","I","(N)","a person's past career"
1370,"2838","精力","jīnglì ","I","(N)","energy, vigor"
1371,"2608","經濟","jīngjì  ","I","(N)","economy, financial condition"
1376,"2611","經驗","jīngyàn ","I","(N)","experience"
1378,"3385","警告","jǐnggào  ","I","(N)","(disciplinary) warning"
1380,"2258","景色","jĭngsè ","I","(N)","view, scene, landscape"
1386,"3354","鏡子","jìngzi ","I","(N)","mirror"
1389,"1809","酒吧","jiŭbā ","I","(N)","bar"
1390,"1810","酒會","jiŭhuì ","I","(N)","cocktail party"
1394,"2625","舅舅","jiùjiu ","I","(N)","mother's brother, uncle"
1401,"1105","居民","jūmín ","I","(N)","resident, inhabitant"
1412,"2912","劇本","jùběn ","I","(N)","drama, play, script"
1413,"2916","劇場","jùchăng ","I","(N)","theater"
1417,"1563","俱樂部","jùlèbù ","I","(N)","(social) club"
1419,"2396","距離","jùlí ","I","(N)","be apart/away from"
1421,"2915","劇情","jùqíng ","I","(N)","story line, plot"
1425,"2914","劇院","jùyuàn ","I","(N)","theater"
1428,"1637","捐款","juānkuăn ","I","(N)","contribution, donation, subscription"
1436,"0982","角色","jiăosè ","I","(N)","role, part"
1438,"0960","決心","juéxīn ","I","(N)","determination, resolution"
1440,"1512","軍","jūn ","I","(N)","army"
1441,"1515","軍隊","jūnduì ","I","(N)","armed forces, army, troops"
1442,"1513","軍人","jūnrén ","I","(N)","soldier, serviceman, armyman"
1443,"1514","軍事","jūnshì ","I","(N)","military affairs"
1469,"0783","考卷","kăojuàn ","I","(N)","examination paper"
1475,"1472","科技","kējì ","I","(N)","science and technology"
1476,"1471","科目","kēmù ","I","(N)","school subject/course, headings in account book, category of subjects"
1487,"3034","課程","kèchéng ","I","(N)","course, curriculum"
1488,"1343","客房","kèfáng ","I","(N)","guest room"
1491,"1342","客戶","kèhù ","I","(N)","client, customer"
1493,"3033","課堂","kètáng ","I","(N)","classroom"
1497,"0074","口才","kŏucái","I","(N)","eloquence"
1498,"0080","口袋(兒)","kŏudài(er) ","I","(N)","pocket"
1499,"0081","口號","kŏuhào","I","(N)","slogan, watchword"
1500,"0077","口紅","kŏuhóng","I","(N)","lipstick"
1501,"0079","口氣","kŏuqì  ","I","(N)","tone, note, manner of speaking, implication"
1502,"0082","口試","kŏushì  ","I","(N)","oral examination"
1504,"0075","口水","kŏushuĭ ","I","(N)","saliva"
1505,"0076","口味","kŏuwèi  ","I","(N)","a person's taste, flavor of food"
1506,"0078","口音","kŏuyīn  ","I","(N)","voice, local/regional accent"
1507,"0084","口語","kŏuyŭ  ","I","(N)","spoken/vernacular language, gossip, slander"
1510,"1222","空軍","kōngjūn ","I","(N)","air force"
1512,"1220","空中","kōngzhōng ","I","(N)","open air/sky"
1516,"1219","空（兒）","kòng(er) ","I","(N)","a cleft, fissure, a blank, unoccupied space or time"
1521,"2549","會計","kuàijì ","I","(N)","accounting"
1523,"2923","寬度","kuāndù ","I","(N)","width, breadth"
1527,"2193","喇叭","lăba ","I","(N)","brass wind instrument, trumpet"
1529,"2886","辣椒","làjiāo ","I","(N)","hot pepper, chili"
1530,"3397","蠟燭","làzhú  ","I","(N)","candle"
1539,"1028","來信","láixìn  ","I","(N)","incoming letter"
1540,"1030","來源","láiyuán  ","I","(N)","source, origin"
1542,"3382","籃子","lánzi ","I","(N)","basket"
1546,"1699","狼","láng ","I","(N)","wolf, greedy and cruel person"
1547,"1671","浪","làng ","I","(N)","wave, billow, breaker"
1554,"2182","勞工","láogōng ","I","(N)","laborer, worker"
1555,"2181","勞力","láolì ","I","(N)","labor (force)"
1556,"0970","牢騷","láosāo ","I","(N)","discontent, complaint, grumble"
1558,"0774","老百姓","lăobăixìng ","I","(N)","common people, civilians"
1559,"0782","老闆娘","lăobănniáng ","I","(N)","boss wife"
1560,"0771","老大","lăodà ","I","(N)","eldest child (in a family)"
1561,"0772","老公","lăogōng ","I","(N)","husband"
1562,"0775","老虎","lăohŭ ","I","(N)","tiger"
1563,"0777","老家","lăojiā ","I","(N)","native place, old home, one's original home"
1564,"0778","老婆","lăopó ","I","(N)","wife"
1568,"0773","老太太","lăotàitai ","I","(N)","old lady, your (my/his/etc.) mother"
1571,"2977","樂趣","lèqù ","I","(N)","delight, pleasure, joy"
1572,"1087","垃圾","lèsè ","I","(N)","rubbish, garbage, junk, crap"
1574,"2030","淚","lèi ","I","(N)","tear, teardrop"
1579,"0855","冷飲","lěngyĭn ","I","(N)","cold drink"
1580,"2018","梨（子）","lí(zi) ","I","(N)","pear"
1582,"3281","禮","lĭ","I","(N)","gift, present"
1587,"2051","理論","lĭlùn ","I","(N)","theory"
1588,"3284","禮貌","lĭmào ","I","(N)","courtesy, politeness, manners"
1589,"3282","禮品","lĭpĭn","I","(N)","gift, present"
1590,"3283","禮堂","lĭtáng ","I","(N)","assembly hall, auditorium"
1591,"2642","裡/裏頭","lĭtou","I","(N)","inside, interior"
1593,"2049","理想","lĭxiăng ","I","(N)","ideal"
1594,"2047","理由","lĭyóu","I","(N)","reason, grounds, argument"
1598,"0562","立場","lìchăng ","I","(N)","position, stand(point)"
1601,"0046","力量","lìlìàng","I","(N)","physical strength, power, force, ability"
1602,"0045","力氣","lìqì ","I","(N)","physical strength"
1603,"0861","利潤","lìlùn ","I","(N)","profit"
1604,"3125","歷史","lìshĭ","I","(N)","history, past records"
1605,"0859","利息","lìxí ","I","(N)","interest"
1606,"0860","利益","lìyì ","I","(N)","interest, benefit, profit"
1607,"1020","例子","lìzi ","I","(N)","example, case, instance"
1611,"3234","聯合國","liánhéguó ","I","(N)","United Nations"
1617,"2140","連續劇","liánxùjù ","I","(N)","TV series"
1618,"3237","臉色","liănsè ","I","(N)","complexion, look, facial expression"
1623,"3286","糧食","liángshí ","I","(N)","grain, cereals, food"
1633,"3239","臨時","línshí ","I","(N)","fill-in"
1634,"1577","凌晨","língchén ","I","(N)","before dawn"
1635,"3443","靈魂","línghún ","I","(N)","soul, spirit"
1637,"2719","零件","língjiàn ","I","(N)","spare parts, spares, components"
1640,"2718","零用錢","língyòngqián ","I","(N)","pocket money"
1641,"2898","領帶","lĭngdài","I","(N)","necktie, tie"
1642,"2900","領導","lĭngdăo ","I","(N)","leader"
1644,"2895","領土","lĭngtŭ ","I","(N)","territory"
1646,"2899","領袖","lĭngxiù ","I","(N)","leader"
1647,"2897","領域","lĭngyù ","I","(N)","territory, domain, realm, field, sphere"
1660,"1704","留學生","liúxuéshēng ","I","(N)","student studying abroad,returned student"
1661,"3182","龍","lóng ","I","(N)","dragon, dinosaur"
1664,"1643","旅客","lǚkè ","I","(N)","traveler, passenger"
1665,"1642","旅行社","lǚxíngshè ","I","(N)","a travel/tourist agency"
1666,"2843","綠豆","lǜdòu ","I","(N)","mung bean, green gram"
1667,"1360","律師","lǜshī ","I","(N)","lawyer, attorney"
1670,"2664","路燈","lùdēng  ","I","(N)","street/road lamp"
1671,"2163","陸軍","lùjūn  ","I","(N)","ground/land force, army"
1672,"2662","路口","lùkŏu ","I","(N)","crossing, intersection"
1674,"2663","路線","lùxiàn  ","I","(N)","route, itinerary, line"
1678,"3050","輪船","lúnchuán ","I","(N)","steamer, steamship"
1680,"3049","輪胎","lúntāi ","I","(N)","tire"
1681,"3047","輪子","lúnzi ","I","(N)","wheel"
1683,"3039","論文","lùnwén ","I","(N)","thesis, dissertation, treatise, paper"
1689,"2169","麻雀","máquè ","I","(N)","sparrow"
1691,"1824","馬桶","mătŏng ","I","(N)","nightstool, commode"
1692,"3002","碼頭","mătóu ","I","(N)","wharf, dock, port city, commercial/transportation center"
1693,"3143","螞蟻","măyĭ","I","(N)","ant"
1697,"3368","饅頭","mántóu ","I","(N)","steamed bun"
1702,"2812","漫畫","mànhuà ","I","(N)","caricature, cartoon"
1706,"0313","毛筆","máobĭ ","I","(N)","writing brush"
1708,"0312","毛巾","máojīn ","I","(N)","towel"
1710,"2385","貿易","màoyì ","I","(N)","trade"
1711,"2575","煤","méi ","I","(N)","coal"
1714,"1207","玫瑰","méiguī ","I","(N)","rose"
1715,"2015","梅花","méihuā ","I","(N)","plum blossom, clubs (on playing cards), wintersweet"
1721,"1488","美術","měishù ","I","(N)","art, beaux arts, fineart"
1722,"3074","魅力","mèilì ","I","(N)","glamor, charm, enchantment"
1724,"1273","門票","ménpiào ","I","(N)","entrance/admission ticket"
1727,"2748","夢","mèng ","I","(N)","dream"
1729,"2750","夢想","mèngxiăng ","I","(N)","fond dream"
1736,"1795","迷信","míxìn ","I","(N)","superstition"
1737,"0769","米粉","mĭfěn ","I","(N)","rice flour, rice-flour noodles"
1739,"2862","蜜蜂","mìfēng ","I","(N)","honeybee, bee"
1740,"1740","秘/祕密","mìmì ","I","(N)","secret"
1742,"1739","秘/祕書","mìshū ","I","(N)","secretary"
1743,"2272","棉","mián ","I","(N)","cotton"
1744,"2274","棉被","miánbèi ","I","(N)","quilt with cotton wadding"
1745,"2273","棉花","miánhuā ","I","(N)","cotton"
1751,"3391","麵粉","miànfěn ","I","(N)","flour, wheat flour"
1752,"1538","面積","miànjī ","I","(N)","surface area"
1754,"1537","面貌","miànmào ","I","(N)","face ,features, appearance, look, aspect"
1755,"1535","面前","miànqián ","I","(N)","in the face of, in front of, before"
1756,"1534","面子","miànzi ","I","(N)","reputation, face, prestige"
1758,"2932","廟","miào ","I","(N)","temple, shrine"
1761,"0518","民國","mínguó ","I","(N)","Republic of China"
1762,"0520","民間","mínjiān ","I","(N)","among the people, folk, nongovernmental, people-to-people"
1764,"0517","民主","mínzhŭ ","I","(N)","democracy, democratic rights"
1765,"0519","民族","mínzú ","I","(N)","ethnic minority/group, nation, nationality"
1770,"0633","名稱","míngchēng ","I","(N)","name (of a thing or an organization)"
1771,"0631","名單","míngdān ","I","(N)","name list"
1774,"0632","名牌","míngpái ","I","(N)","nameplate, name tag"
1775,"0630","名片","míngpiàn ","I","(N)","visiting/calling card, namecard"
1777,"1166","明星","míngxīng ","I","(N)","(movie/etc.) star"
1780,"1082","命","mìng ","I","(N)","life, lot, fate, destiny"
1782,"1084","命令","mìnglìng ","I","(N)","commend, order"
1783,"1085","命運","mìngyùn ","I","(N)","destiny, fate, lot"
1788,"2971","模型","móxíng ","I","(N)","model, mold, matrix, pattern"
1789,"2972","模樣","móyàng ","I","(N)","appearance, look"
1793,"0556","目標","mùbiāo ","I","(N)","objective, target, goal"
1794,"0555","目的地","mùdìdì ","I","(N)","destination"
1795,"0557","目錄","mùlù ","I","(N)","catalogue, list, table of contents, directory"
1798,"0464","奶粉","năifěn ","I","(N)","powdered milk"
1800,"1491","耐心","nàixīn ","I","(N)","patience, endurance"
1802,"1326","南部","nánbù ","I","(N)","southern part, the south"
1805,"1324","南方","nánfāng ","I","(N)","south, southern part of country"
1807,"1325","南面","nánmiàn ","I","(N)","southern face, the south, the emperor"
1809,"0971","男子","nánzĭ","I","(N)","man, male"
1810,"2621","腦","năo ","I","(N)","brain"
1811,"2623","腦袋","năodài ","I","(N)","head"
1812,"2624","腦筋","năojīn ","I","(N)","brain, mind, head"
1813,"2622","腦子","năozi ","I","(N)","brain, mind, head"
1815,"3072","鬧區","nàoqū ","I","(N)","downtown"
1816,"3073","鬧鐘","nàozhōng ","I","(N)","alarm clock"
1817,"0194","內部","nèibù ","I","(N)","inside, interior"
1819,"0193","內科","nèikē ","I","(N)","internal medicine"
1820,"0192","內衣","nèiyī ","I","(N)","underwear"
1823,"1759","能源","néngyuán ","I","(N)","the sources of energy, energy resources, power sources"
1824,"1184","泥","ní ","I","(N)","ball of mud"
1825,"1185","泥土","nítŭ ","I","(N)","earth, soil, clay"
1829,"0715","年初","niánchū ","I","(N)","beginning of year"
1830,"0714","年代","niándài ","I","(N)","age, years, time, decade"
1831,"0716","年齡","niánlíng ","I","(N)","age"
1833,"0900","尿","niào ","I","(N)","urine"
1837,"0326","牛排","niúpái ","I","(N)","beefsteak"
1838,"0325","牛仔褲","niúzĭkù ","I","(N)","jean"
1839,"2410","鈕扣","niŭkòu ","I","(N)","button"
1841,"2673","農產品","nóngchănpĭn  ","I","(N)","agricultural products, farm produce"
1842,"2672","農村","nóngcūn  ","I","(N)","rural area, countryside, village"
1844,"2671","農民/農夫","nóngmín/nóngfū ","I","(N)","peasant, peasantry"
1845,"2675","農藥","nóngyào  ","I","(N)","agricultural/farm chemical, pesticide"
1846,"2674","農業","nóngyè  ","I","(N)","agriculture, farming"
1847,"0112","女士","nǚshì ","I","(N)","educated girl/woman, Ms., Miss"
1848,"0113","女子","nǚzĭ","I","(N)","woman, female"
1851,"2547","暖氣","nuănqì  ","I","(N)","central heating"
1862,"1990","排球","páiqiú  ","I","(N)","volleyball"
1863,"2303","牌子","páizi ","I","(N)","plaque, sign, brand, trademark, tune, person's reputation"
1870,"1434","炮","pào ","I","(N)","cannon, cannon chess piece, firecracker"
1871,"1721","砲","pào ","I","(N)","cannon, firecracker, big gun"
1895,"0552","皮帶","pídài ","I","(N)","leather belt"
1896,"0553","皮膚","pífū ","I","(N)","skin"
1899,"2366","脾氣","píqì ","I","(N)","disposition, temperament, temper"
1900,"0554","皮鞋","píxié ","I","(N)","leather shoes"
1901,"0898","屁股","pìgu ","I","(N)","buttocks, backside, end,butt"
1908,"0322","片子","piànzi ","I","(N)","a roll of film, film, movie"
1909,"3370","騙子","piànzi ","I","(N)","swindler, cheat"
1913,"1333","品德","pĭndé ","I","(N)","moral character"
1914,"1334","品質","pĭnzhí ","I","(N)","character, quality"
1923,"0479","平時","píngshí ","I","(N)","peacetime, at ordinary times, in peacetime, in normal times"
1924,"0478","平原","píngyuán ","I","(N)","plain, flatlands"
1925,"1913","婆婆","pópó ","I","(N)","husband's mother, mother-in-law, maternal grandmother"
1937,"2256","普通話","pŭtōnghuà ","I","(N)","putonghua, Mandarin Chinese, common speech, standard language"
1938,"3280","瀑布","pùbù ","I","(N)","waterfall, cataract"
1941,"1093","妻子","qīzĭ ","I","(N)","wife"
1942,"2270","棋","qí ","I","(N)","chess/chess-like game, any piece used in a board game "
1947,"2265","期間","qíjiān ","I","(N)","time, period"
1948,"2787","旗袍","qípáo ","I","(N)","cheongsam, a sheath with a slit skirt"
1952,"2264","期限","qíxiàn ","I","(N)","time limit, deadline"
1954,"2786","旗子","qízi ","I","(N)","flag, banner, pennant"
1955,"2263","期中","qízhōng ","I","(N)","mid-term"
1965,"1662","氣","qì ","I","(N)","air, gas, smell, atmosphere, spirit"
1966,"3080","器材","qìcái ","I","(N)","equipment, materials"
1967,"1664","氣氛","qìfēn ","I","(N)","atmosphere, ambience"
1969,"3081","器官","qìguān ","I","(N)","organ, apparatus"
1970,"1665","氣候","qìhòu ","I","(N)","climate"
1971,"0582","企圖","qìtú ","I","(N)","attempt"
1973,"1663","氣味","qìwèi ","I","(N)","flavor, smell"
1974,"1668","氣溫","qìwēn ","I","(N)","air temperature"
1975,"1666","氣息","qìxí ","I","(N)","smell, breath"
1976,"1667","氣象","qìxiàng ","I","(N)","climatic phenomenon, prevailing spirit/atmosphere"
1977,"0581","企業","qìyè ","I","(N)","enterprise, business"
1978,"0966","汽油","qìyóu ","I","(N)","gasoline"
1988,"3335","簽證","qiānzhèng ","I","(N)","visa"
1989,"1314","前方","qiánfāng ","I","(N)","ahead ,front direction, (war) front"
1991,"1318","前頭","qiántóu ","I","(N)","in the front, at the head, ahead, above, preceding"
1992,"1316","前途","qiántú ","I","(N)","future, career, prospects"
1995,"2793","歉意","qiànyì ","I","(N)","apology, regret"
1996,"2792","槍","qiāng ","I","(N)","rifle, gun"
1998,"3214","牆壁","qiángbì ","I","(N)","wall"
2000,"1943","強盜","qiángdào ","I","(N)","robber, bandit"
2002,"1940","強度","qiángdù ","I","(N)","intensity"
2005,"1938","強人","qiángrén ","I","(N)","powerful person"
2015,"3150","親戚","qīnqī  ","I","(N)","relatives"
2017,"3145","親人","qīnrén ","I","(N)","close relatives"
2025,"2022","清晨","qīngchén ","I","(N)","early morning"
2030,"1280","青少年","qīngshàonián  ","I","(N)","young people and teenagers, youths"
2034,"1957","情","qíng ","I","(N)","sentiment, sensibility, inclination, interest, affection, love, passion"
2035,"1958","情人","qíngrén  ","I","(N)","lover, sweetheart"
2036,"1959","情書","qíngshū  ","I","(N)","love letter"
2040,"3004","窮人","qióngrén  ","I","(N)","poor people, the poor"
2041,"1473","秋季","qiūjì ","I","(N)","autumn season"
2042,"2041","球場","qiúchăng ","I","(N)","ball field"
2043,"2042","球隊","qiúduì ","I","(N)","ball game team"
2045,"2044","球賽","qiúsài ","I","(N)","ball game/tournament"
2046,"2043","球鞋","qiúxié ","I","(N)","gym/tennis shoes, sneakers"
2047,"2040","球員","qiúyuán ","I","(N)","ball team member"
2048,"1868","區別","qūbié ","I","(N)","distinction, difference"
2050,"1870","區域","qūyù ","I","(N)","region, zone, district"
2063,"0597","全家","quánjiā ","I","(N)","whole family"
2064,"3409","權利","quánlì ","I","(N)","right, privilege"
2067,"0598","全球","quánqiú ","I","(N)","whole world"
2068,"0599","全體","quántĭ","I","(N)","whole body, plenary assembly"
2069,"1628","拳頭","quántóu","I","(N)","fist"
2072,"1753","缺點","quēdiăn ","I","(N)","defect, drawback, fault, shortcoming"
2080,"2616","群眾","qúnzhòng ","I","(N)","the masses/People"
2082,"3133","燃料","ránliào ","I","(N)","fuel"
2093,"2991","熱情","rèqíng ","I","(N)","enthusiasm, passion"
2096,"0028","人才","réncái ","I","(N)","capable person"
2097,"0035","人格","réngé ","I","(N)","character"
2098,"0027","人工","réngōng ","I","(N)","manual work, manpower"
2099,"0037","人間","rénjiān ","I","(N)","the human world"
2100,"0039","人類","rénlèi ","I","(N)","human beings/species"
2101,"0026","人力","rénlì ","I","(N)","manual labor, manpower"
2102,"0036","人情味(兒)","rénqíngwèi(er) ","I","(N)","human touch/interest"
2103,"0040","人權","rénquán ","I","(N)","human rights"
2104,"0025","人人","rénrén ","I","(N)","everybody"
2105,"0030","人生","rénshēng ","I","(N)","human life"
2106,"0032","人事","rénshì ","I","(N)","human affairs, personnel matters"
2107,"0038","人數","rénshù ","I","(N)","number of people"
2108,"0041","人體","réntǐ ","I","(N)","human body"
2109,"0033","人物","rénwù ","I","(N)","character, personage, character in literature"
2110,"0029","人心","rénxīn ","I","(N)","popular feeling, human heart"
2111,"0031","人行道","rénxíngdào ","I","(N)","sidewalk"
2112,"0034","人員","rényuán ","I","(N)","personnel, staff"
2120,"0579","任務","rènwù ","I","(N)","assignment, job"
2126,"0294","日後","rìhòu ","I","(N)","in the future"
2127,"0293","日用品","rìyòngpĭn ","I","(N)","articles for daily use"
2138,"0695","如今","rújīn ","I","(N)","nowadays"
2143,"0043","入口","rùkŏu","I","(N)","in door"
2149,"0047","三角形","sānjiăoxíng ","I","(N)","triangle"
2150,"0048","三明治","sānmíngzhì ","I","(N)","sandwich"
2157,"0808","色彩","sècăi ","I","(N)","color, hue, shade"
2158,"0954","沙","shā ","I","(N)","sand, sth. granulated"
2159,"0956","沙漠","shāmò  ","I","(N)","desert"
2160,"0957","沙灘","shātān  ","I","(N)","sandy beach"
2161,"0955","沙子","shāzi  ","I","(N)","sand, grit, small grains, pellets"
2165,"0123","山地","shāndì ","I","(N)","mountainous/hilly country, hillside field"
2166,"0124","山區","shānqū ","I","(N)","mountain area"
2169,"2469","傷","shāng ","I","(N)","injury, wound"
2172,"1877","商標","shāngbiāo ","I","(N)","trademark"
2173,"1874","商場","shāngchăng ","I","(N)","market, bazaar"
2177,"1873","商品","shāngpĭn ","I","(N)","commodity, goods, merchandise"
2178,"1872","商人","shāngrén ","I","(N)","businessman, merchant, trader"
2180,"1876","商業","shāngyè ","I","(N)","commerce, trade, business"
2184,"0065","上帝","shàngdì ","I","(N)","God"
2185,"0066","上級","shàngjí ","I","(N)","superior, higher level/authority"
2189,"0069","上頭","shàngtóu ","I","(N)","above, on top/surface of, higher authorities"
2190,"0060","上下","shàngxià ","I","(N)","above and below, up and down, high and low, superior and inferior, old and young, ruler and subject, heaven and earth"
2191,"0064","上衣","shàngyī ","I","(N)","upper outer garment, jacket"
2192,"0067","上游","shàngyóu ","I","(N)","upper reaches of river, advanced position"
2196,"0258","少年","shàonián ","I","(N)","young boy, early youth (10-16)"
2197,"0257","少女","shàonǚ ","I","(N)","young girl"
2198,"2101","蛇","shé ","I","(N)","snake, serpent"
2199,"0807","舌頭","shétou ","I","(N)","tongue"
2203,"2117","設備","shèbèi ","I","(N)","equipment, facilities"
2204,"1216","社會","shèhuì ","I","(N)","society"
2206,"2116","設計","shèjì ","I","(N)","plan, design"
2210,"0996","身邊","shēnbiān ","I","(N)","at hand, nearby"
2211,"0994","身材","shēncái ","I","(N)","stature, figure"
2212,"0992","身分/份","shēnfèn ","I","(N)","identity, status, capacity"
2213,"0993","身分/份證","shēnfènzhèng ","I","(N)","identity/identification card"
2214,"0995","身高","shēngāo ","I","(N)","height (of person)"
2216,"2035","深淺","shēnqiăn ","I","(N)","depth, seriousness"
2220,"2034","深夜","shēnyè ","I","(N)","late at night"
2221,"1726","神","shén ","I","(N)","god, deity, divinity"
2222,"1733","神話","shénhuà ","I","(N)","mythology, myth, fairy tale"
2223,"1731","神經","shénjīng ","I","(N)","nerve"
2228,"1727","神仙","shénxiān ","I","(N)","immortals, spirits, gods, the deities, supernatural beings"
2241,"0531","生命","shēngmìng ","I","(N)","life"
2242,"0530","生肖","shēngxiào ","I","(N)","year of the animal in which one was born"
2245,"3336","繩子","shéngzi ","I","(N)","rope, string"
2255,"2649","詩","shī ","I","(N)","poetry, verse, poem"
2258,"1619","師父","shīfu","I","(N)","honorific term of address for a Buddhist monk or nun, or a Taoist priest or nun"
2259,"1621","師傅","shīfù ","I","(N)","master worker, tutor of king/emperor, general term of address in late 70s and 80s, address for service workers"
2263,"1620","師母","shīmŭ ","I","(N)","wife of one's teacher/master"
2265,"2650","詩人","shīrén ","I","(N)","poet"
2268,"2578","獅子","shīzi ","I","(N)","lion"
2271,"2761","實話","shíhuà ","I","(N)","truth, truthful statement"
2272,"1649","時機","shíjī ","I","(N)","an occasion, a suitable (or right) time, opportune moment"
2274,"1645","時刻","shíkè ","I","(N)","time, moment"
2275,"2754","實力","shílì ","I","(N)","actual strength"
2276,"1548","食品","shípǐn ","I","(N)","foodstuff, food"
2277,"1648","時期","shíqí ","I","(N)","period (of time)"
2282,"2763","實驗","shíyàn ","I","(N)","experiment, test"
2291,"0328","世","shì ","I","(N)","generation, era, epoch, life, lifetime, age"
2293,"1410","是非","shìfēi ","I","(N)","right and wrong, quarrel,dispute"
2296,"0329","世紀","shìjì ","I","(N)","century"
2297,"2477","勢力","shìlì ","I","(N)","power, force, influence"
2299,"0470","市民","shìmín ","I","(N)","citizenry, townspeople"
2300,"0473","市區","shìqū ","I","(N)","city proper, urban district"
2303,"1007","事物","shìwù ","I","(N)","thing, object"
2306,"0717","式樣","shìyàng ","I","(N)","style, type, model"
2307,"2377","視野","shìyě ","I","(N)","field of vision"
2308,"1008","事業","shìyè ","I","(N)","undertaking, enterprise, facilities"
2311,"0472","市長","shìzhăng ","I","(N)","mayor"
2312,"0739","收穫","shōuhuò ","I","(N)","harvest, gains, results"
2313,"0738","收據","shōujù ","I","(N)","receipt"
2315,"0734","收入","shōurù ","I","(N)","income"
2317,"0737","收音機","shōuyīnjī ","I","(N)","radio set"
2319,"0278","手電筒","shŏudiàntŏng  ","I","(N)","torch"
2320,"1551","首都","shŏudū  ","I","(N)","capital (of country)"
2321,"0276","手段","shŏuduàn  ","I","(N)","means, method, trick, artifice"
2322,"0274","手工","shŏugōng  ","I","(N)","handwork"
2323,"0277","手術","shŏushù  ","I","(N)","operation"
2325,"0279","手續","shŏuxù  ","I","(N)","procedure"
2326,"0275","手指（頭）","shǒuzhǐ(tou)","I","(N)","finger"
2333,"2747","壽命","shòumìng  ","I","(N)","life"
2335,"3018","蔬菜","shūcài ","I","(N)","vegetables, greens"
2336,"1651","書法","shūfă ","I","(N)","calligraphy, penmanship"
2337,"1650","書房","shūfáng ","I","(N)","study, studio"
2339,"1652","書籍","shūjí ","I","(N)","books"
2344,"2984","熟人","shúrén ","I","(N)","acquaintance, friend"
2345,"1064","叔叔","shúshu","I","(N)","father's younger brother,uncle,uncle (child's address for young males)"
2348,"2259","暑期","shŭqí ","I","(N)","summer vacation time"
2352,"2961","數量","shùliàng ","I","(N)","quantity, amount"
2353,"3119","樹林","shùlín ","I","(N)","woods, grove"
2354,"3118","樹木","shùmù ","I","(N)","trees"
2355,"2959","數目","shùmù ","I","(N)","number, amount"
2356,"3120","樹葉","shùyè ","I","(N)","leaves (of trees)"
2357,"2960","數字","shùzì ","I","(N)","numeral, figure, digit, quantity, amount"
2360,"1046","刷子","shuāzi ","I","(N)","brush"
2369,"3315","雙方","shuāngfāng ","I","(N)","both sides, two parties"
2370,"0314","水分/份","shuĭfèn ","I","(N)","moisture content"
